1.0 2399.0
2.0 3493.0
3.0 1532.0
4.0 10000.0
5.0 7245.0
6.0 2243.0
7.0 4704.0
8.0 4147.0
9.0 4622.0
10.0 4455.0
11.0 2312.0
12.0 5302.0
13.0 10000.0
14.0 875.0
15.0 3335.0
16.0 1659.0
17.0 4909.0
18.0 2400.0
19.0 1930.0
20.0 1229.0
21.0 4165.0
22.0 4032.0
23.0 3447.0
24.0 4023.0
25.0 2944.0
26.0 3001.0
27.0 2781.0
28.0 8090.0
29.0 2382.0
30.0 1220.0
31.0 2077.0
32.0 10000.0
33.0 6299.0
34.0 6776.0
35.0 10000.0
36.0 10000.0
37.0 4308.0
38.0 2491.0
39.0 5157.0
40.0 4103.0
41.0 3719.0
42.0 4542.0
43.0 5340.0
44.0 3450.0
45.0 1233.0
46.0 7758.0
47.0 4196.0
48.0 8018.0
49.0 4156.0
50.0 2829.0
51.0 6338.0
52.0 6587.0
53.0 10000.0
54.0 7975.0
55.0 1955.0
56.0 10000.0
57.0 8802.0
58.0 4218.0
59.0 6864.0
60.0 2162.0
61.0 7222.0
62.0 3349.0
63.0 3436.0
64.0 8978.0
65.0 1364.0
66.0 2349.0
67.0 2371.0
68.0 3978.0
69.0 907.0
70.0 2267.0
71.0 10000.0
72.0 7460.0
73.0 4844.0
74.0 2760.0
75.0 2199.0
76.0 2647.0
77.0 1178.0
78.0 2884.0
79.0 4725.0
80.0 4394.0
81.0 3511.0
82.0 1517.0
83.0 4737.0
84.0 7581.0
85.0 7882.0
86.0 7925.0
87.0 1264.0
88.0 1825.0
89.0 1799.0
90.0 4972.0
91.0 2939.0
92.0 10000.0
93.0 8403.0
94.0 10000.0
95.0 1800.0
96.0 10000.0
97.0 3128.0
98.0 8757.0
99.0 4924.0
100.0 2820.0
