1.0 4805.0
2.0 4451.0
3.0 7470.0
4.0 3604.0
5.0 7569.0
6.0 3054.0
7.0 3550.0
8.0 3727.0
9.0 4650.0
10.0 4408.0
11.0 10000.0
12.0 1674.0
13.0 2504.0
14.0 5007.0
15.0 10000.0
16.0 5154.0
17.0 2869.0
18.0 1721.0
19.0 2245.0
20.0 10000.0
21.0 8118.0
22.0 1914.0
23.0 6321.0
24.0 3304.0
25.0 2781.0
26.0 7308.0
27.0 2350.0
28.0 8168.0
29.0 10000.0
30.0 3426.0
31.0 1608.0
32.0 7120.0
33.0 899.0
34.0 10000.0
35.0 10000.0
36.0 9295.0
37.0 4666.0
38.0 5502.0
39.0 1577.0
40.0 5344.0
41.0 1328.0
42.0 1876.0
43.0 3375.0
44.0 4065.0
45.0 1140.0
46.0 6628.0
47.0 7495.0
48.0 10000.0
49.0 4724.0
50.0 2577.0
51.0 706.0
52.0 2841.0
53.0 3548.0
54.0 2968.0
55.0 4673.0
56.0 3381.0
57.0 2063.0
58.0 8275.0
59.0 4411.0
60.0 5179.0
61.0 4295.0
62.0 1594.0
63.0 6999.0
64.0 1724.0
65.0 3083.0
66.0 1377.0
67.0 10000.0
68.0 8578.0
69.0 2402.0
70.0 2929.0
71.0 1216.0
72.0 8017.0
73.0 3658.0
74.0 1538.0
75.0 10000.0
76.0 2535.0
77.0 6858.0
78.0 3555.0
79.0 1417.0
80.0 8135.0
81.0 3415.0
82.0 1148.0
83.0 7300.0
84.0 2031.0
85.0 4510.0
86.0 4995.0
87.0 2197.0
88.0 1098.0
89.0 4169.0
90.0 1877.0
91.0 2650.0
92.0 1340.0
93.0 2485.0
94.0 2309.0
95.0 2465.0
96.0 942.0
97.0 2528.0
98.0 4545.0
99.0 2511.0
100.0 2174.0
