1.0 5103.0
2.0 5553.0
3.0 1661.0
4.0 4917.0
5.0 1190.0
6.0 10000.0
7.0 8068.0
8.0 6388.0
9.0 1252.0
10.0 5255.0
11.0 4763.0
12.0 9165.0
13.0 2357.0
14.0 3494.0
15.0 6848.0
16.0 3968.0
17.0 1599.0
18.0 5387.0
19.0 1858.0
20.0 1763.0
21.0 10000.0
22.0 3847.0
23.0 1013.0
24.0 4424.0
25.0 3783.0
26.0 7123.0
27.0 3014.0
28.0 2349.0
29.0 3508.0
30.0 2759.0
31.0 3191.0
32.0 5307.0
33.0 9265.0
34.0 7410.0
35.0 7412.0
36.0 2389.0
37.0 2922.0
38.0 2216.0
39.0 3024.0
40.0 1337.0
41.0 9620.0
42.0 6157.0
43.0 1471.0
44.0 6216.0
45.0 10000.0
46.0 8410.0
47.0 2615.0
48.0 2060.0
49.0 3353.0
50.0 10000.0
51.0 3315.0
52.0 3198.0
53.0 2467.0
54.0 1343.0
55.0 738.0
56.0 2140.0
57.0 2683.0
58.0 1572.0
59.0 5578.0
60.0 4474.0
61.0 3371.0
62.0 1649.0
63.0 2874.0
64.0 2344.0
65.0 8652.0
66.0 10000.0
67.0 1367.0
68.0 977.0
69.0 1799.0
70.0 2477.0
71.0 4041.0
72.0 2755.0
73.0 1701.0
74.0 9893.0
75.0 4657.0
76.0 4847.0
77.0 1054.0
78.0 9903.0
79.0 2776.0
80.0 7129.0
81.0 7957.0
82.0 4403.0
83.0 10000.0
84.0 10000.0
85.0 10000.0
86.0 10000.0
87.0 7827.0
88.0 10000.0
89.0 10000.0
90.0 10000.0
91.0 4116.0
92.0 2172.0
93.0 2693.0
94.0 10000.0
95.0 2373.0
96.0 1437.0
97.0 10000.0
98.0 9358.0
99.0 6322.0
100.0 10000.0
