1.0 4286.7
2.0 4049.7
3.0 4843.1
4.0 5789.7
5.0 5084.6
6.0 4170.3
7.0 5139.5
8.0 4686.3
9.0 3379.7
10.0 4818.5
11.0 3472.4
12.0 5266.7
13.0 5979.5
14.0 3688.3
15.0 4660.2
16.0 4273.2
17.0 4185.2
18.0 3339.9
19.0 4443.3
20.0 4661.5
21.0 3229.8
22.0 5356.8
23.0 5192.6
24.0 4740.1
25.0 1923.5
26.0 4178.0
27.0 3678.5
28.0 4874.1
29.0 5788.1
30.0 4824.1
31.0 2610.5
32.0 4393.2
33.0 5001.5
34.0 5028.2
35.0 4557.9
36.0 4915.9
37.0 3701.9
38.0 4088.0
39.0 3821.3
40.0 3787.3
41.0 3496.3
42.0 4358.6
43.0 3384.3
44.0 3578.1
45.0 3520.7
46.0 4150.4
47.0 3988.8
48.0 4367.4
49.0 6147.3
50.0 3231.2
51.0 4003.2
52.0 5719.8
53.0 3611.2
54.0 5257.6
55.0 5152.2
56.0 5589.4
57.0 4744.9
58.0 3330.2
59.0 5419.1
60.0 5167.9
61.0 3702.6
62.0 4741.1
63.0 5700.8
64.0 4743.1
65.0 6095.0
66.0 5444.3
67.0 4305.0
68.0 5825.8
69.0 2984.8
70.0 4604.6
71.0 3827.9
72.0 5450.1
73.0 5949.2
74.0 3760.6
75.0 5187.9
76.0 4440.8
77.0 3689.7
78.0 4275.2
79.0 4083.8
80.0 4854.1
81.0 4408.3
82.0 4386.6
83.0 3393.7
84.0 4163.2
85.0 6180.3
86.0 5053.9
87.0 3593.8
88.0 3914.0
89.0 3615.9
90.0 5111.3
91.0 4162.7
92.0 4533.7
93.0 5142.6
94.0 4805.2
95.0 3289.4
96.0 5101.8
97.0 4484.8
98.0 5014.2
99.0 5359.3
100.0 5358.2
